Date,Close,High,Low,Open,Volume
2020-03-03,273.6745910644531,286.07126116142535,271.24084970802795,282.1152700822015,300139100
2020-03-04,285.1780090332031,285.39679265326794,276.4912283478598,279.03437582366234,176613400
2020-03-05,275.6981506347656,281.17639114422417,273.46494478951723,277.995197331708,186366800
2020-03-06,271.14056396484375,272.3437762979566,264.55029623787203,267.2119174164198,228667200
2020-03-09,249.9659881591797,259.04471406948755,249.25500410266218,250.94129282702897,309417300
2020-03-10,262.90045166015625,262.9915813511426,249.30056924454237,259.4549092564181,276444100
2020-03-11,250.08447265625,256.9938059331485,246.91240265024598,255.863530672836,255316300
2020-03-12,226.15704345703125,243.0657284595874,225.76508294392715,233.34892983989002,392220700
2020-03-13,245.49041748046875,247.4593027706441,226.5308107156286,239.81164146550884,329566100
2020-03-16,218.6279296875,234.16932404862888,216.35824141554718,219.84023822786799,297240000
2020-03-17,230.43209838867188,233.50392810842425,216.09390266325667,223.35869921057358,262070500
2020-03-18,218.7646484375,226.39406110097966,207.8446502974257,215.34645080566406,327597100
2020-03-19,219.2295379638672,225.4916860447425,211.67304784141282,218.0810284637233,289322000
2020-03-20,209.781982421875,224.14947908525951,209.50691583930976,222.3707310405341,347158800
2020-03-23,204.418212890625,210.5888059303928,200.11804724519777,209.22266488933178,326025200
2020-03-24,222.939208984375,223.81025556170377,214.3663954320049,214.9348561536564,235494500
2020-03-25,226.2766571044922,235.04203577073906,219.82183239457268,224.51625036542322,299430300
2020-03-26,239.48890686035156,240.9558914934752,228.34881392408727,228.77974835482536,257632800
2020-03-27,232.35557556152344,239.13131375893414,230.18257586335054,232.21804924789328,224341200
2020-03-30,239.9014892578125,240.61665407010992,232.45643301160396,234.44605962945386,171369500
2020-03-31,236.32565307617188,241.4418275508448,234.92282878626662,238.90208181788717,194881100
2020-04-01,225.68980407714844,236.24309237023044,223.62682592656952,227.36769465180856,189554600
2020-04-02,230.89773559570312,231.67707467324524,224.25952385795503,224.8096570813122,177660400
2020-04-03,227.56031799316406,232.26391415318625,224.83718484688495,229.9166909570072,135561200
2020-04-06,242.84466552734375,244.80680088287363,227.54196002564834,236.40818218401068,188061200
2020-04-07,243.09219360351562,252.16929234238347,242.87215154323118,251.41744466183374,201427200
2020-04-08,251.25244140625,253.0586948036147,243.20224201687972,245.6869771638037,153774500
2020-04-09,255.07583618164062,257.8264741218556,252.57274558290803,254.50734750334323,189999200
2020-04-13,252.7469024658203,254.44313443997197,248.85016619211552,254.10389364132772,114839100
2020-04-14,260.20123291015625,261.2189556921162,252.60947200950213,257.6248038351175,134143400
2020-04-15,254.67239379882812,260.338700945521,252.56355469912342,254.49818449986756,121775000
2020-04-16,255.90101623535156,256.75370726229335,252.83864275488824,255.94684900762073,131798300
2020-04-17,262.8143005371094,263.4194162623719,258.9267132107058,261.65902364519036,146684800
2020-04-20,258.1840515136719,262.95183530213035,257.96400942467557,259.11925837284326,100109300
2020-04-21,250.3448028564453,254.92920065570146,249.40956779759313,253.72809067077185,126385700
2020-04-22,255.90101623535156,257.6430812956117,253.89304834549813,255.21335676570135,92951600
2020-04-23,255.88267517089844,260.3387233355944,255.58011729880272,257.17547840445417,104709700
2020-04-24,259.4493408203125,260.1186727932332,255.35088916404356,257.39554010912246,85063200
2020-04-27,263.190185546875,264.3087793852271,260.96217561684955,261.420615255831,77896600
2020-04-28,261.9799499511719,267.1786402598977,261.67736409264813,266.8302216256885,105270000
2020-04-29,268.83819580078125,270.36939668055743,266.2709447231819,267.29784515422165,118745600
2020-04-30,266.335205078125,268.9391398704189,264.6022891460337,267.4629491155694,122901700
2020-05-01,259.2843017578125,266.5001372793607,258.1198471539412,261.5948274910563,125180000
2020-05-04,259.9994812011719,260.30203907180845,255.92853469244014,257.4046969992286,80873200
2020-05-05,262.40167236328125,265.2073206037957,260.12780177122573,262.8142792143297,79569900
2020-05-06,260.6228942871094,264.4829476132183,260.19195997415204,264.0978740455981,73632600
2020-05-07,263.7678527832031,265.6933050734505,263.2635803176103,263.8320410550969,75250400
2020-05-08,268.1322326660156,268.5998501465137,265.76666797978606,266.89443979354115,76452400
2020-05-11,268.18719482421875,269.56251377203523,265.7849755389823,266.2067321816507,79514200
2020-05-12,262.8417663574219,269.78252047171196,262.70421209592996,269.36994163003214,95870800
2020-05-13,258.1932067871094,263.31855852406073,255.77263209509584,262.2824804769914,144721100
2020-05-14,261.2830810546875,261.41142959963264,250.29885756390482,255.76347804149395,121977900
2020-05-15,262.4842224121094,262.5300551877956,257.95483612918537,258.8992207520091,111146300
2020-05-18,270.4794006347656,272.08393945209053,268.3705893815132,268.6914747602291,119703800
2020-05-19,267.7012023925781,271.58876097438247,267.68287488299757,269.8833792126806,95189300
2020-05-20,272.2489318847656,273.1108005640989,271.0019896139452,271.2312094120459,85861700
2020-05-21,270.3693542480469,272.9274551573874,269.2782657160711,272.1205969507901,78293900
2020-05-22,270.8828430175781,271.0570523361643,268.8473696991475,270.08516244349306,63958200
2020-05-26,274.2202453613281,277.07175449936034,270.90114681308035,276.83335693039163,88951400
2020-05-27,278.3003845214844,278.3370675296901,272.19396476879547,277.007581296367,104817400
2020-05-28,277.786865234375,281.33518291515,277.11753341055845,279.32721542463037,90405200
2020-05-29,279.024658203125,279.6114462849819,274.57778891176497,277.3192485039644,119090800
2020-06-01,280.1524658203125,280.7576095309241,277.86944526100126,278.38289544316814,55758300
2020-06-02,282.47216796875,282.51802872321025,279.739885508997,281.06934373149255,74267200
2020-06-03,286.2314147949219,287.1849772402928,284.17761381806736,284.4526664557033,92567600
2020-06-04,285.4796142578125,286.98331020860866,283.38912992249556,285.2503943614797,75794400
2020-06-05,292.7962951660156,294.565865879508,290.797504578311,290.86169285851645,150524700
2020-06-08,296.33544921875,296.52798606844794,293.062182869184,293.60313838658124,73641200
2020-06-09,294.12567138671875,296.4086915242657,292.81451293214826,293.6763815746221,77479200
2020-06-10,292.4845275878906,295.5927621739855,291.7693627776029,294.70338803982554,95000800
2020-06-11,275.62310791015625,286.2039042091924,275.07300264511355,285.57125517345406,209243600
2020-06-12,278.9237976074219,283.38899457849544,273.7801190211421,282.61881945235933,194678900
2020-06-15,281.5278015136719,282.65557322051234,272.0747773753375,273.2483818586524,135782700
2020-06-16,286.94659423828125,289.4038525103005,282.0963219351536,289.2571484357814,137627500
2020-06-17,285.754638671875,288.25772952024136,285.02111835943526,287.9643213952654,83398900
2020-06-18,285.8646545410156,286.3414217497539,283.7833484028866,284.2417880969982,80828700
2020-06-19,284.2309265136719,289.5169641791191,282.28778324973854,289.3235800973279,135549600
2020-06-22,286.0542907714844,286.4502770307113,282.4903582303145,283.6322825514577,74649400
2020-06-23,287.37127685546875,289.627527981212,286.9660723422408,288.6973956071107,68471200
2020-06-24,280.0406799316406,285.952959017189,278.2080704245772,285.3359343924869,132813500
2020-06-25,283.0429382324219,283.3100111754416,277.45298321689944,279.4697872300513,89468000
2020-06-26,276.32025146484375,282.1588713157659,275.7400992165521,281.9470509652658,127961000
2020-06-29,280.3815002441406,280.51963173893165,275.2888463730119,277.5727234684733,79773300
2020-06-30,283.97314453125,285.6676517208702,279.7922134838648,279.94875319007417,113394800
2020-07-01,285.9622497558594,287.22392574002134,284.62694111006857,285.08739818187286,72396500
2020-07-02,287.53704833984375,290.7326217108491,286.8739889973159,289.38806675534465,69344200
2020-07-06,291.975830078125,292.55601050927066,290.6036769406393,291.3496151795207,61713800
2020-07-07,288.9644470214844,292.408657022588,288.5868688394488,290.43791531370204,82910000
2020-07-08,291.1746520996094,291.28515730964824,287.9698885921955,289.7288100254336,54638600
2020-07-09,289.5169677734375,292.0218551502653,286.1095744969354,291.78240850045916,83354200
2020-07-10,292.4731140136719,292.74018697945144,288.02511114921197,289.45251680342045,57550400
2020-07-13,289.9406433105469,297.1882340667077,289.2868020526864,294.81228763297554,102997500
2020-07-14,293.6979675292969,294.4715320808562,287.32522893206374,288.522406144319,93657000
2020-07-15,296.396240234375,297.4921303782736,294.0202658653574,296.91194993690715,87196500
2020-07-16,295.4200439453125,295.87128286396967,293.85447872341933,294.49912983927373,54622500
2020-07-17,296.2764892578125,297.0592718738817,294.4530691984586,296.42383888823116,62774900
2020-07-20,298.6708984375,299.4168366870497,295.26350467471246,296.0094429242622,56308800
2020-07-21,299.306396484375,301.0745363843272,298.3210113368383,300.63251546137764,57292200
2020-07-22,301.010009765625,301.32314533336705,298.83666568694713,298.9471708971752,57792900
2020-07-23,297.4183654785156,301.35068608523807,296.055430800531,300.6507824803938,75738000
2020-07-24,295.5028381347656,296.52503900949614,294.00174407556887,295.5673088486838,73766600
2020-07-27,297.6579284667969,297.8329044364121,295.40167713485863,296.1936780663919,48293000
2020-07-28,295.77001953125,298.04467867981947,295.47532024869815,296.9303522871835,57495000
2020-07-29,299.40765380859375,299.96942614775605,296.60806645726814,296.6449108985429,48454200
2020-07-30,298.3392639160156,298.7536864192263,294.36093716387984,296.4421835001925,61861700
2020-07-31,300.69683837890625,300.7981535361253,295.9172923240878,300.1258761780566,84986800
2020-08-03,302.7873840332031,303.551730444188,301.8112172413089,302.35455324026356,53077900
2020-08-04,303.9569396972656,303.9569396972656,301.93091720834786,301.93091720834786,41917900
2020-08-05,305.8448181152344,306.10270108517585,304.98837460760626,305.2554476092795,42697700
2020-08-06,307.8891296386719,308.0088529414731,304.94222204199883,305.2645475255263,43679400
2020-08-07,308.1102600097656,308.3957411535914,306.0197668612782,306.922272863609,57308300
2020-08-10,309.0311584472656,309.21532440909493,306.62755797641967,308.56148325207386,44282100
2020-08-11,306.4801940917969,310.8453459347755,305.7526922046899,310.2099129722672,69601100
2020-08-12,310.7532653808594,311.526829875344,308.8838108265044,308.91143712616207,53774400
2020-08-13,310.1914978027344,311.4992082489788,309.2705836615696,309.9888955675153,41816100
2020-08-14,310.20068359375,310.73482947821054,309.0771673345119,309.80469729931406,47260400
2020-08-17,311.1861267089844,311.58211307766084,310.2099598864431,311.2137530113555,35481000
2020-08-18,311.8583679199219,312.281980541681,309.98888529540005,311.58207682428633,38733900
2020-08-19,310.55987548828125,312.7516274630557,309.9981032669653,312.23591780968894,68054200
2020-08-20,311.5268859863281,312.005751301336,308.70889049740055,308.83780388433297,42207800
2020-08-21,312.6319274902344,312.85293788001695,310.8545419255064,311.1953037485117,55106600
2020-08-24,315.7999572753906,315.8736180566661,312.60438339712664,315.06320894225934,48588700
2020-08-25,316.9049377441406,316.9878166359839,315.20124113429597,316.3616018282348,38463400
2020-08-26,320.0821228027344,320.34916765874164,316.9510204608459,317.4943564112972,50790200
2020-08-27,320.78192138671875,322.2277629320019,319.1242876343591,320.94770724520384,58034100
2020-08-28,322.8541564941406,322.98309799950175,320.61634125746116,321.8043286971125,48588900
2020-08-31,321.68450927734375,323.51711938437126,321.4542807471516,322.64226783208227,66099200
2020-09-01,324.71435546875,324.81564254170917,321.620069114732,322.51335702094957,54908700
2020-09-02,329.4110107421875,330.37795938167653,325.4786892390397,326.6206419236981,69540000
2020-09-03,318.07452392578125,328.1953605553692,315.4959476689743,327.7256853866652,148011100
2020-09-04,315.4775695800781,320.32155893623025,308.3865193279406,318.7560217314167,139156300
2020-09-08,306.8578796386719,315.54212379780256,306.55399025218475,310.081080041653,114465300
2020-09-09,312.91748046875,315.37630593191915,309.98895161129644,310.85461330882225,91462300
2020-09-10,307.48406982421875,315.44075426286713,306.5263111431715,314.7869130200324,90569500
2020-09-11,307.640625,310.32048895230275,304.8226295252226,309.2614431412323,84680200
2020-09-14,311.6925964355469,313.46076397555305,307.78792941912315,310.79930858274395,65605700
2020-09-15,313.267333984375,314.9710024350509,311.70176891157143,314.14218543935834,52920900
2020-09-16,312.024169921875,315.92883731092843,311.74787878709503,314.50143147881846,82096000
2020-09-17,309.27978515625,310.99269998077335,306.6551743743273,307.1801021515254,91523300
2020-09-18,305.71917724609375,310.19424068358853,303.2412544546544,310.0832931282361,105877900
2020-09-21,302.31658935546875,302.4645288032245,297.47169236186676,301.14235702314835,99450800
2020-09-22,305.3955078125,305.9502737084909,301.29027968535905,303.7959671425477,63612100
2020-09-23,298.3131408691406,306.22771947563723,297.8138486616711,305.9503223752341,93112200
2020-09-24,299.1082763671875,302.1594468796686,295.6872430633771,297.0001882528296,76681300
2020-09-25,303.9438781738281,304.72976588504673,297.3884651870098,298.2575635423611,71069400
2020-09-28,308.9923095703125,309.7042419499173,307.1061162454565,308.09544576444915,64584600
2020-09-29,307.3094482421875,309.5284836874694,306.6159979020015,308.788814611231,51304000
2020-09-30,309.6394958496094,312.78313211808506,307.781039690102,307.97519790754353,104081100
2020-10-01,311.62738037109375,313.1991843917802,309.7504423645945,312.22836509125534,88698700
2020-10-02,308.66864013671875,311.59963625667905,306.2184543549931,306.69000965854815,89431100
2020-10-05,314.142333984375,314.3272371892056,310.6750814573515,310.7213002044158,45713100
2020-10-06,309.6763916015625,316.37051739087525,309.1678726905185,314.2809115493329,90128900
2020-10-07,315.06695556640625,315.87135369140464,312.5982591880481,312.625996081442,56999600
2020-10-08,317.8592224121094,317.92395123204756,316.0839766813295,316.9993505468978,45242500
2020-10-09,320.69775390625,321.16005424971684,318.8855444605007,319.50501111946494,59528600
2020-10-12,325.85693359375,327.3270449402805,322.74103455582997,323.23107167134015,80388500
2020-10-13,323.73040771484375,325.89396970025575,322.76881520469266,325.71829333157706,73255500
2020-10-14,321.6961975097656,325.39459896157194,320.96578353895984,324.3035773052644,57727900
2020-10-15,321.2987060546875,321.7794882050628,317.25820597808996,317.7944619067174,60357700
2020-10-16,321.1045227050781,324.30363260576735,320.92884634883575,322.648589773227,89501900
2020-10-19,316.2226257324219,322.99067994136914,315.3257621196153,322.36195837394564,68425600
2020-10-20,317.4892883300781,320.72538971441617,316.80509306669023,317.5632439464316,60051900
2020-10-21,316.8883056640625,319.6066331009399,316.5831717303874,317.4430433315355,63575000
2020-10-22,318.6264953613281,319.20899806410466,314.9650860794551,317.10091051192785,55399300
2020-10-23,319.70831298828125,319.902471164237,317.2581276650549,319.84699739967823,49143900
2020-10-26,313.8002014160156,317.1195140807674,310.31443920384794,316.33359795190205,91473000
2020-10-27,312.7183837890625,314.4751191044585,312.5057155150436,314.1422764667609,65994100
2020-10-28,302.0299987792969,312.7461150486337,301.5399616493468,307.059827691063,127094300
2020-10-29,305.0996398925781,308.26175735299205,300.5783305446324,302.26110998803335,90597700
2020-10-30,301.9190673828125,304.8315534323046,298.27613900813606,303.5278632885841,120287300
2020-11-02,305.3031311035156,307.3002435800331,302.566292996373,305.3031311035156,86068300
2020-11-03,310.6934814453125,312.74609552911073,305.38628400502864,308.5299198245358,93294200
2020-11-04,317.63726806640625,321.7055046793928,313.98508475423665,315.1593172475223,126959700
2020-11-05,323.83203125,325.635013295376,322.5560781983881,322.9074308608974,82039700
2020-11-06,323.7581481933594,325.0063646417054,321.43739166729375,323.5454798982403,74973000
2020-11-09,327.8263854980469,336.90597013486416,327.3640851994297,336.52688050400957,172304200
2020-11-10,327.34552001953125,328.3995497594577,324.08168187076836,326.8369728905607,85552000
2020-11-11,329.77728271484375,330.60016251209254,328.2886611922482,329.5276225136965,58649000
2020-11-12,326.5781555175781,329.8235125087104,324.7752013576145,328.76945432758134,67546200
2020-11-13,331.0994567871094,331.8391259274995,327.96504743366876,328.48282147525566,62892200
2020-11-16,335.2324523925781,335.4266106214588,332.4771323966517,333.76234079790987,74541100
2020-11-17,333.429443359375,334.63144099542336,331.3213552496351,332.8284586496354,66111000
2020-11-18,329.416748046875,334.2431650021247,329.37975611691144,333.69765395560677,70591300
2020-11-19,330.8035888671875,331.173423449706,327.44728430310664,328.7879664083773,59940900
2020-11-20,328.538330078125,330.7481391320541,328.4643744428736,330.5447258643978,70417300
2020-11-23,330.5076904296875,331.7651617960009,328.1129784945893,330.34126910985094,63230600
2020-11-24,335.8333740234375,336.37888489880055,332.1997010545498,333.0503176608031,62415900
2020-11-25,335.3155517578125,335.7778519127398,334.22453016415915,335.7501150321066,45330900
2020-11-27,336.2494201660156,336.72094715510167,335.241580958537,336.4065864235232,28514100
2020-11-30,334.76080322265625,335.7408773444086,332.0887228617469,335.4727353400609,83872700
2020-12-01,338.42230224609375,339.95714263167446,337.41449097572354,338.00624890506265,74231400
2020-12-02,339.13421630859375,339.2913825881508,336.7395044630417,337.3127522431998,45927000
2020-12-03,339.041748046875,340.4286487496057,337.94147123204993,339.03249301288866,62882000
2020-12-04,341.9634094238281,341.9634094238281,339.53170624230603,339.6241719109745,50749900
2020-12-07,341.2607116699219,341.75074868637205,339.9940138094691,341.19598287878136,48944300
2020-12-08,342.2593994140625,342.8233922079248,339.9478980295718,339.99411677063375,42458900
2020-12-09,339.18975830078125,343.0730641489794,338.3576233487797,342.91589783781166,74098300
2020-12-10,339.0787658691406,340.1235407764272,336.952167699225,337.82129446332254,57735400
2020-12-11,338.6811828613281,339.08800937588853,335.8704174000004,337.38674768616795,57698600
2020-12-14,337.164794921875,341.91722644158915,336.98911858351033,340.8447147774003,69216200
2020-12-15,341.72314453125,341.72314453125,338.3298760097503,339.69826688785116,63865300
2020-12-16,342.2593994140625,343.17474493301853,341.05740176418556,341.93578357691985,58420500
2020-12-17,344.17327880859375,344.3766920459077,343.0730019635639,343.8959099470601,64119500
2020-12-18,342.7990417480469,344.6282701572163,340.79338813671035,344.46113944048307,136542300
2020-12-21,341.5733947753906,351.415944151772,336.1600082036477,338.8899235370573,96386700
2020-12-22,340.9977111816406,342.0098184311258,339.87418344037354,341.89839793934385,47949000
2020-12-23,341.30413818359375,343.20763766131074,340.9791428653168,341.96339496968784,46201400
2020-12-24,342.6319274902344,342.659782611028,341.19269902115246,341.7776565578183,26457900
2020-12-28,345.575439453125,345.9654111690172,344.5540377310399,345.1761449139129,39000400
2020-12-29,344.9161071777344,347.2746111341923,344.33112134700883,347.0981859364546,53680500
2020-12-30,345.40826416015625,346.4389603203097,345.0182924625775,345.733259466037,49455300
2020-12-31,347.1632385253906,347.8875000497571,344.7026082398412,345.2132949330659,78520700
2021-01-04,342.43695068359375,348.6210426946345,338.7506384714175,348.4910332362678,110210800
2021-01-05,344.79541015625,345.88181651795514,341.74979422078724,341.7962383123607,66426200
2021-01-06,346.8567810058594,350.04170094295614,342.743347597711,343.29118386394964,107997700
2021-01-07,352.01025390625,352.7530761209453,349.0482028609267,349.2246280958658,68766800
2021-01-08,354.0159606933594,354.229507235089,350.1532222597249,353.39382503469784,71677200
2021-01-11,351.6295471191406,353.384476638568,350.72886031003054,350.8495752953006,51034700
2021-01-12,351.70379638671875,352.7159036317569,349.4660070637659,351.8152452148604,52547700
2021-01-13,352.65081787109375,353.6443358349037,350.8494449222503,351.62941645625875,45303600
2021-01-14,351.4158630371094,353.89508169750326,351.0816016465891,353.3936612748807,49989100
2021-01-15,348.8531799316406,350.59881478443,346.9960962553196,349.800282405299,107160000
2021-01-19,351.5923767089844,352.1309468672761,349.82815280679114,351.3045309935299,51233300
2021-01-20,356.4578857421875,357.2935676023044,353.48654097639,353.87651262058415,61836100
2021-01-21,356.7828674316406,357.4421524664681,355.86362018115483,357.01500286554875,47840100
2021-01-22,355.52008056640625,356.68075778914084,354.55438918277406,354.9350947122526,52860500
2021-01-25,356.9221496582031,357.2749716933398,351.4158759647186,356.2535985157263,70402000
2021-01-26,356.3651428222656,358.2779370791173,356.1330073218045,357.8693763313574,42665300
2021-01-27,347.65533447265625,353.14301984374345,345.4268398473695,353.05015999751345,123351100
2021-01-28,350.6452331542969,354.6379514307327,349.0295795422171,349.465966970764,94198100
2021-01-29,343.62548828125,349.75387014169314,341.95409595375736,348.7881786860428,126765100
2021-02-01,349.3452453613281,350.3759130211794,343.9132708831619,347.01459668411917,75817600
2021-02-02,354.2851257324219,355.83580306474755,349.42887007201125,352.52090191367535,64450700
2021-02-03,354.563720703125,356.28152883956943,353.29162286803046,355.11155700905664,52427100
2021-02-04,358.59356689453125,358.63998265068375,354.6751192898168,355.59436662167684,47142600
2021-02-05,360.0049743652344,360.710675281438,358.54718510912704,360.4599791681368,48669800
2021-02-08,362.6048889160156,362.6513046740329,360.59923510850524,361.4534777465929,38365200
2021-02-09,362.36346435546875,362.95774475328056,361.3606516052226,361.76918395765694,35551100
2021-02-10,362.20562744140625,364.24843104388964,359.81000170472225,364.09986093308623,59154400
2021-02-11,362.79058837890625,363.70056961850463,360.36710768462626,363.28271443963257,42913300
2021-02-12,364.5826721191406,364.82407372216704,361.91773330512245,361.9920325190132,50593300
2021-02-16,364.26690673828125,366.0033035639086,363.5519398125603,365.80828939947554,50972400
2021-02-17,364.3504943847656,364.60119044464864,361.5091306885375,362.5212660866274,52290600
2021-02-18,362.7997741699219,363.542596113311,360.03271000764204,361.75051763067523,59712800
2021-02-19,362.15911865234375,364.3411973179349,361.71340843442175,364.05335165745737,83241000
2021-02-22,359.37359619140625,361.7785164844223,359.1043110867799,359.4014513169295,67414200
2021-02-23,359.8099670410156,361.15636405887625,353.0316228676275,357.1729115862207,107284100
2021-02-24,363.7747802734375,364.2019298681405,357.7392590796617,358.7235110381606,72433900
2021-02-25,355.00921630859375,363.8768035636655,353.56998849232167,362.51184659020595,146670500
2021-02-26,353.1801452636719,358.0271345906392,351.20237503364604,356.8850463128118,152701600
2021-03-01,361.7413635253906,362.9856346855263,353.3752197529631,358.0364901808045,105348800
2021-03-02,358.9185485839844,362.19629994312015,358.41712808705853,361.9641644974679,79595300
2021-03-03,354.1643981933594,359.1877840030245,354.06224386816876,358.22212100889243,119940200
2021-03-04,349.7817077636719,356.5600515760826,345.306129482108,353.9787065028338,183433000
2021-03-05,356.21649169921875,357.2657484566025,346.01182648724296,353.27300175449477,152039600
2021-03-08,354.44293212890625,359.97703262153334,354.1643809589317,357.17284694203045,123149200
2021-03-09,359.5035095214844,362.04770476168795,357.77640719038783,358.2778276525571,113633600
2021-03-10,361.7413635253906,363.43131668977617,360.43214430105473,361.8435178759324,109899400
2021-03-11,365.4090576171875,367.3775617218999,363.7469598417814,364.201964598063,86245000
2021-03-12,365.90118408203125,366.0404596864284,363.2455681020347,364.05339494438545,64653600
2021-03-15,368.083251953125,368.343242519141,364.0162344057818,366.15186917399524,73427200
2021-03-16,367.6190185546875,369.40180309295295,366.8483129268186,368.6961305342788,73722500
2021-03-17,368.87255859375,369.6710910137919,365.19551232371896,366.33762904443535,97959300
2021-03-18,363.5054931640625,368.37104231310417,362.8276475623629,366.2911180973628,115349100
2021-03-19,362.83294677734375,364.77995178052817,360.66234252833834,363.205574280837,113624500
2021-03-22,365.73016357421875,367.10891663764517,363.28942068287944,363.3453133880508,73778600
2021-03-23,362.85162353515625,366.54068471271836,362.0690971295922,365.0967422553669,90686600
2021-03-24,361.00701904296875,365.87920816679144,360.9604512667513,364.2489379839986,97588600
2021-03-25,363.03790283203125,363.82972563036685,357.63470442840975,359.5724129695901,116128600
2021-03-26,368.88824462890625,369.28881849367565,363.5875351124933,364.18373344592686,114409100
2021-03-29,368.7019348144531,369.60557150137186,365.9351320456119,367.4163456691813,108107600
2021-03-30,367.7237854003906,368.39452632963565,366.13075792489735,367.43499693096027,76262200
2021-03-31,369.21435546875,370.77011191473036,368.2641508437477,368.29209720243415,112734200
2021-04-01,373.2014465332031,373.25736766767085,370.93770669938243,371.14265609357545,99682900
2021-04-05,378.55810546875,379.0984396024881,375.7820059480064,375.8565200890422,91684800
2021-04-06,378.3344421386719,379.3778104361055,377.66370131465686,377.9990859414913,62021000
2021-04-07,378.77227783203125,379.11695894712534,377.710288137678,378.16675464905626,55836300
2021-04-08,380.57025146484375,380.62614416673193,379.08903800549706,380.02062094317336,57863100
2021-04-09,383.3370666503906,383.5047731912766,380.328071856803,380.4491821914655,61104600
2021-04-12,383.4768981933594,383.7470368351651,382.1354161945966,382.74093955092366,56704900
2021-04-13,384.6133728027344,385.2375459689583,382.992427357714,383.3743798281407,56551000
2021-04-14,383.2998352050781,385.63808919365846,382.7595011466084,384.58539585907903,61659900
2021-04-15,387.4174499511719,387.68761700399335,385.3866056650256,385.4331734470441,60229800
2021-04-16,388.7123107910156,389.31783402254797,387.28699001478793,388.70298586402646,82037300
2021-04-19,386.8025817871094,388.2279026853113,385.4797498055928,387.7807610260529,78498500
2021-04-20,383.9705810546875,386.6907875184191,382.4986639809094,385.59152639170094,81851800
