Date,Previous 14 EMA,Previous 50 EMA,Target Exposure,Shares Traded,Shares Held,Cash,Portfolio Value
2020-05-18,261.6377038008926,260.7254776973712,0.6,6.834603170833695,45.20248252895265,8097.014462351852,20323.35484398643
2020-05-19,262.8165967120757,261.10798447922986,0.7,7.440586039013006,52.643068567965656,6088.923958820327,20181.536712099667
2020-05-20,263.46787746947604,261.3665420444592,0.7999999999999999,7.430747149102352,60.07381571706801,4073.473422734184,20428.505585948194
2020-05-21,264.63868472484796,261.79330243035355,0.8999999999999999,7.465049848556994,67.538865565625,2042.0796016774495,20302.519071301132
2020-05-22,265.40277399460786,262.1296181879102,0.9999999999999999,7.5608729602267175,75.09973852585172,2.2737367544323206e-12,20343.230681759458
2020-05-26,266.13344986433725,262.47288190672066,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,20593.868725130647
2020-05-27,267.211689263936,262.9335628265092,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,20900.28610920747
2020-05-28,268.6901819649425,263.5361832851357,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,20861.720945017576
2020-05-29,269.9030730675335,264.09503355765486,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,20954.678873319837
2020-06-01,271.1192844189457,264.6805090339478,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21039.376930478084
2020-06-02,272.32370860579465,265.2872524373347,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21213.585955283597
2020-06-03,273.6768365208554,265.96117069346866,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21495.904408983242
2020-06-04,275.35078029073094,266.756082226859,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21439.444385222734
2020-06-05,276.7012914863418,267.4903383849356,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21988.92520830588
2020-06-08,278.847291976965,268.48272884693876,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22254.714752268937
2020-06-09,281.17904627586967,269.57499239093136,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22088.76101488317
2020-06-10,282.9052629573162,270.53776411625637,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21965.511544707853
2020-06-11,284.1824982413928,271.39842150730084,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,20699.22333573535
2020-06-12,283.0412461972279,271.5640954838834,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,20947.104268954972
2020-06-15,282.49225305192044,271.852711253434,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21142.664281434645
2020-06-16,282.3636595134873,272.23212655775706,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21549.614198178595
2020-06-17,282.97471747679316,272.8091645060129,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21460.09864680705
2020-06-18,283.3453736361374,273.3168301595761,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21468.360809813206
2020-06-19,283.68127775678784,273.8089017039463,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21345.668262137337
2020-06-22,283.75456425770574,274.21760855922963,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21482.602441136438
2020-06-23,284.0611944595429,274.6817921753965,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21581.50775168585
2020-06-24,284.5025387789997,275.1794190255954,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21030.981839467946
2020-06-25,283.9076242660185,275.37005670818536,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21256.450652843687
2020-06-26,283.79233279487227,275.6709540228613,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,20751.57863440736
2020-06-29,282.79605528420177,275.6964166676449,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21056.577355820995
2020-06-30,282.4741146121936,275.8801454353506,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21326.308902660778
2020-07-01,282.6739852680678,276.1975179489153,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21475.690184929346
2020-07-02,283.1124205331067,276.5804486080111,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21593.95714681745
2020-07-06,283.70237090733826,277.01011918573005,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21927.308494735702
2020-07-07,284.8054987967765,277.5970098089612,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21701.15441458081
2020-07-08,285.36002522673755,278.0427916604327,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21867.14023803651
2020-07-09,286.13530880978715,278.5577665796161,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21742.648578582597
2020-07-10,286.5861966716072,278.98753917545224,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21964.65438826838
2020-07-13,287.37111898388247,279.5163852475393,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,21774.46650063931
2020-07-14,287.71372222743776,279.9251796813827,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22056.64056702429
2020-07-15,288.511621601019,280.4652890087519,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22259.280141647097
2020-07-16,289.56290408546647,281.09003219407043,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22185.968055588597
2020-07-17,290.34385606677927,281.6519934392172,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22250.28687461904
2020-07-20,291.13487382558367,282.22550307916214,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22430.106377937467
2020-07-21,292.13967710717253,282.87042054419504,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22477.83211509147
2020-07-22,293.09523969079953,283.51496862028057,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22605.773027062514
2020-07-23,294.15054236744294,284.201048665196,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22336.04148022273
2020-07-24,294.586252115586,284.719374814738,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22192.185877567987
2020-07-27,294.7084635848099,285.14225572924886,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22354.032598003123
2020-07-28,295.10172556907486,285.633066424839,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22212.251130582936
2020-07-29,295.1908314306982,286.03059399763947,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22485.43651366412
2020-07-30,295.7530744144176,286.55518457846125,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22405.200712087844
2020-07-31,296.09789968129735,287.01730533679677,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22582.253937806156
2020-08-03,296.7110915076452,287.55375761295795,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22739.25336982021
2020-08-04,297.5212638443862,288.1511547274774,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22827.08669438273
2020-08-05,298.3793539581035,288.770989432175,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22968.865869940782
2020-08-06,299.3747491790543,289.4405513413146,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23122.393130816323
2020-08-07,300.5099999070033,290.1640250000345,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23138.99996386559
2020-08-10,301.5233679207049,290.86779892198473,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23208.159195730706
2020-08-11,302.5244066575797,291.5800875308193,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23016.582439646234
2020-08-12,303.051844982142,292.1644054351714,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23337.48897615715
2020-08-13,304.07870103530433,292.8933803350023,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23295.300377927662
2020-08-14,304.89374060429503,293.5717378827565,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23295.99022843109
2020-08-17,305.601333002889,294.2238534008347,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23369.99674871729
2020-08-18,306.34597216370173,294.8890405893896,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23420.481887885002
2020-08-19,307.0809582645311,295.5545044062732,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23322.965445790993
2020-08-20,307.5448138943645,296.1429503310579,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23395.587681346067
2020-08-21,308.0757568399597,296.7462419253822,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23478.57600934964
2020-08-24,308.6832462599963,297.36920998674896,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23716.494217856984
2020-08-25,309.63214106204885,298.0919843902251,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23799.477962136283
2020-08-26,310.60184728632777,298.82974726684927,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24038.083729284917
2020-08-27,311.8658840218486,299.6631737584526,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24090.638419962903
2020-08-28,313.0546890038313,300.49135993995327,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24246.262734694377
2020-08-31,314.36128466920593,301.368332353843,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24158.422534545436
2020-09-01,315.3377146169576,302.1650451743725,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24385.9631912936
2020-09-02,316.5879333971966,303.0493318525834,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24738.680774274817
2020-09-03,318.2976770431954,304.0831231815875,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23887.31357856094
2020-09-04,318.26792329420687,304.63180556371276,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23692.282986235063
2020-09-08,317.89587613232305,305.0571296427859,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23044.94652546154
2020-09-09,316.4241432665029,305.12774728968344,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23500.02096337144
2020-09-10,315.9565882268025,305.43322702219587,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23091.973244663564
2020-09-11,314.82691910645804,305.51365223011834,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23103.730497429606
2020-09-14,313.8687465589303,305.5970629269765,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23408.032492753395
2020-09-15,313.5785932091459,305.83610345672435,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23526.294870917227
2020-09-16,313.53709197917647,306.12752426173023,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23432.93357487874
2020-09-17,313.33536903820294,306.3587652680105,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23226.830996565976
2020-09-18,312.7946245206092,306.4733150675493,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22959.430273520156
2020-09-21,311.85123155067384,306.4437410353354,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22703.896812622996
2020-09-22,310.57994592464655,306.28189194985043,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22935.12278368846
2020-09-23,309.8886875096937,306.2471317876014,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22403.238878098036
2020-09-24,308.34528129095327,305.93599488883825,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22462.95334609398
2020-09-25,307.11368063445116,305.66824122132255,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22826.105777387824
2020-09-28,306.6910403063681,305.60061914102863,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23205.241655229504
2020-09-29,306.99787620822735,305.73362660884374,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23078.859209512048
2020-09-30,307.03941914608873,305.79542353564153,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23253.845175582217
2020-10-01,307.38609603989147,305.9461714695226,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23403.134783365276
2020-10-02,307.9516006173851,306.16896397546657,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23180.9341653978
2020-10-05,308.0472058866296,306.26699049159413,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23592.00714212735
2020-10-06,308.8598896329957,306.57582749131103,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23256.61603690661
2020-10-07,308.96875656213797,306.6974182407327,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23661.445981173256
2020-10-08,309.78184976270705,307.02563539075913,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23871.144491179966
2020-10-09,310.85883278262736,307.45048194061604,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24084.31746418732
2020-10-12,312.17068893244374,307.9699828020135,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24471.770509726455
2020-10-13,313.9955215539512,308.67143185266985,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24312.068972252135
2020-10-14,315.2935063754035,309.26197992569627,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24159.300317744153
2020-10-15,316.1471985266518,309.74959630154217,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24129.448813401526
2020-10-16,316.83406619705653,310.2025025663714,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24114.865694619788
2020-10-19,317.4034603981261,310.63003276788925,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23748.236508463156
2020-10-20,317.2460157760322,310.84935013904743,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23843.362538347617
2020-10-21,317.2784521165717,311.109739872029,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23798.228897271274
2020-10-22,317.2264325895705,311.336350295246,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23928.76648904425
2020-10-23,317.41310762580486,311.62223833705315,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24010.01070996109
2020-10-26,317.71913500746837,311.93933930376795,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23566.313075702383
2020-10-27,317.196610528608,312.012314288562,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23485.068854785546
2020-10-28,316.5995136300019,312.0400032885816,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22682.373935288513
2020-10-29,314.6569116499079,311.64745409213907,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22912.90318026414
2020-10-30,313.3826087489306,311.39067706470536,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22674.04301641823
2020-11-02,311.8541365667815,311.0192413909057,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,22928.185316997853
2020-11-03,310.98066917167944,310.7950802031649,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23332.999218229535
2020-11-04,310.9423774748305,310.7910959381511,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,23854.475777852982
2020-11-05,311.8350295537073,311.0595732765141,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24319.700873170448
2020-11-06,313.43462977987963,311.56045398135666,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24314.152274935244
2020-11-09,314.8110989016769,312.03879493084696,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24619.675832778394
2020-11-10,316.54647044785963,312.6579161295607,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24583.56296107576
2020-11-11,317.98634372408253,313.23390059583403,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24766.187703650645
2020-11-12,319.5584689228507,313.8826606789325,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24525.93408762506
2020-11-13,320.49442713548103,314.3805232216245,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24865.482630763458
2020-11-16,321.90843108903147,315.0361676751729,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25175.869520062657
2020-11-17,323.6849672628377,315.8281788405614,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25040.46401310935
2020-11-18,324.984230742376,316.51842450796585,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24739.11164435669
2020-11-19,325.5752330496425,317.02424111733484,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24843.263027339137
2020-11-20,326.27234715864853,317.56460769576046,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24673.142684587157
2020-11-23,326.57447821457873,317.99494974997083,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,24821.04113205268
2020-11-24,327.09890650992656,318.48564546290095,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25220.998577414724
2020-11-25,328.26350217839473,319.1659485437063,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25182.110260663423
2020-11-27,329.20377545565043,319.7992663168085,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25252.243533937028
2020-11-30,330.1431947503658,320.4443703893264,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25140.448790725586
2020-12-01,330.75887588000455,321.0057991278884,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25415.426409998403
2020-12-02,331.7806660621498,321.6887992501709,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25468.890969945027
2020-12-03,332.76113942834235,322.372933252462,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25461.946627668014
2020-12-04,333.5985539108134,323.0266122640076,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25681.362633138273
2020-12-07,334.71386797921537,323.76923176047114,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25628.59021555721
2020-12-08,335.5867804713096,324.4551721490771,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25703.591404011146
2020-12-09,336.47646299701,325.1533771398608,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25473.06215903552
2020-12-10,336.8382357041795,325.70382345989697,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25464.72665644096
2020-12-11,337.1369730595077,326.2283310053575,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25434.86827651192
2020-12-14,337.3428676997504,326.7166781369642,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25320.987938755236
2020-12-15,337.31912466270035,327.1264082069607,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25663.318802528716
2020-12-16,337.9063273118403,327.69882923928577,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25703.591404011146
2020-12-17,338.4867369254699,328.2698319912378,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25847.323246110453
2020-12-18,339.24494250988647,328.8934965723106,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25744.118402190852
2020-12-21,339.71882240830786,329.4388120693983,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25652.072635019365
2020-12-22,339.9660987239189,329.91467805786857,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25608.838947655116
2020-12-23,340.1036470516151,330.3493068078204,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25631.851535379054
2020-12-24,340.26371253587894,330.7789080382429,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25731.56816512519
2020-12-28,340.57947452979306,331.2437323304779,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25952.625143885994
2020-12-29,341.2456031862373,331.8057600607778,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25903.109462402503
2020-12-30,341.73500371843693,332.3198913202663,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25940.070323096057
2020-12-31,342.2247717773329,332.8331608433993,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26071.86843904473
2021-01-04,342.88323401040725,333.39512467406564,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25716.92545792787
2021-01-05,342.8237295668321,333.749706086204,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25894.045147648176
2021-01-06,343.08662031208786,334.18287095169603,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26048.853559458654
2021-01-07,343.5893084045907,334.67988703225143,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26435.878026778053
2021-01-08,344.7121011381453,335.3595092626043,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26586.506082049495
2021-01-11,345.95261574550716,336.0911348089084,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26407.28704661112
2021-01-12,346.70953992865833,336.7004843112705,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26412.863147191976
2021-01-13,347.3754407897331,337.2888494906999,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26483.984213046897
2021-01-14,348.0788244005812,337.8912796232644,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26391.23942792344
2021-01-15,348.5237628854517,338.4216554434152,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26198.782596778117
2021-01-19,348.5676851582769,338.8307348351104,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26404.495558527487
2021-01-20,348.9709773650379,339.33119137918385,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26769.894014716214
2021-01-21,349.9692318153245,340.00282645224286,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26794.30005461983
2021-01-22,350.8777165641667,340.66086727496435,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26699.46509122685
2021-01-25,351.49669843113196,341.2435815216876,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26804.760113415974
2021-01-26,352.2200919280748,341.85842733096274,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26762.929045679957
2021-01-27,352.7727653806336,342.4273181345432,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26108.824716014013
2021-01-28,352.09044125956996,342.6323383830967,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26333.36532522401
2021-01-29,351.89774684553356,342.94656955059475,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,25806.18432074
2021-02-01,350.79477903696244,342.973193814542,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26235.73658188526
2021-02-02,350.6015078802112,343.2230781889258,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26606.720306103387
2021-02-03,351.09265692717264,343.6568839749453,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26627.64271555781
2021-02-04,351.555465430633,344.0846030623249,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26930.283110831817
2021-02-05,352.4938789591527,344.6535820361369,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27036.279442835057
2021-02-08,353.49535834663027,345.2555974215917,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27231.532345788284
2021-02-09,354.70996242254836,345.93596179392205,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27213.4014244175
2021-02-10,355.73042934693774,346.5801775806494,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27201.54791344168
2021-02-11,356.59378909286687,347.19294032028694,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27245.478326895765
2021-02-12,357.42002899767215,347.804612793174,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27380.063347203795
2021-02-16,358.3750480805346,348.4625759039962,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27356.349449665744
2021-02-17,359.16062923490085,349.0823535837721,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27362.626860060707
2021-02-18,359.85261125488285,349.6811042034189,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27246.168177399188
2021-02-19,360.2455663102214,350.1955618491641,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27198.055115543928
2021-02-22,360.5007066225044,350.6647209394849,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26988.863107069636
2021-02-23,360.3504252316913,351.0062454591681,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27021.6344437756
2021-02-24,360.2783641396012,351.35148944277,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27319.390880834322
2021-02-25,360.744552957446,351.83867731848244,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26661.099319042925
2021-02-26,359.9798414042657,351.96301218083977,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26523.736561824087
2021-03-01,359.0732152521865,352.01074288997046,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27166.681814741914
2021-03-02,359.4289683552804,352.39233585606536,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26954.689150735438
2021-03-03,359.36091238577427,352.64826576696413,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26597.653699486924
2021-03-04,358.66804382678566,352.70772194054825,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26268.51479417764
2021-03-05,357.4831990183705,352.5929762865531,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26751.76538520756
2021-03-08,357.3143047091503,352.73507493018707,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26618.57152521707
2021-03-09,356.9314550317845,352.8020497222937,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,26998.619564189525
2021-03-10,357.27439563041116,353.06485206736,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27166.681814741914
2021-03-11,357.8699913497418,353.40510741865535,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27442.12468202867
2021-03-12,358.87520018540124,353.87585056369585,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27479.08325086009
2021-03-15,359.8119980382853,354.34743227029725,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27642.955977424892
2021-03-16,360.91483189359724,354.88609186570227,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27608.092170587268
2021-03-17,361.8087234484093,355.3854223240939,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27702.232699752545
2021-03-18,362.75056813445474,355.9143296287863,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27299.167489331878
2021-03-19,362.85122480506914,356.2120223164442,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27248.659431542794
2021-03-22,362.8487877347058,356.47166641295,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27466.239655440815
2021-03-23,363.23297117997424,356.8347447329998,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27250.062051171022
2021-03-24,363.18212482733185,357.0707007644569,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27111.532736124132
2021-03-25,362.89211072275015,357.2250661871436,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27264.05157765912
2021-03-26,362.9115496706543,357.4530205653745,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27703.410716891292
2021-03-29,363.7084423317546,357.9014607247287,0.9999999999999999,0.0,75.09973852585172,2.2737367544323206e-12,27689.41889854106
