Date,Previous 14 EMA,Previous 50 EMA,Target Exposure,Shares Traded,Shares Held,Cash,Portfolio Value
2020-03-13,267.35361292234177,,0,0.0,0.0,20000.0,20000.0
2020-03-16,264.4385201967587,291.01350189208983,0,0.0,0.0,20000.0,20000.0
2020-03-17,258.3304414621909,288.1748520017138,0,0.0,0.0,20000.0,20000.0
2020-03-18,254.6106623857217,285.9104302913984,0,0.0,0.0,20000.0,20000.0
2020-03-19,249.83119385929214,283.2772623755593,0,0.0,0.0,20000.0,20000.0
2020-03-20,245.75097307323549,280.7655869084341,0,0.0,0.0,20000.0,20000.0
2020-03-23,240.95510765305409,277.9819161442553,0,0.0,0.0,20000.0,20000.0
2020-03-24,236.08352168473021,275.0970650362698,0,0.0,0.0,20000.0,20000.0
2020-03-25,234.3309466580162,273.05165891658766,0,0.0,0.0,20000.0,20000.0
2020-03-26,233.25704138421298,271.2173451200349,0,0.0,0.0,20000.0,20000.0
2020-03-27,234.08795678103147,269.97309263926303,0,0.0,0.0,20000.0,20000.0
2020-03-30,233.8569726184304,268.4978958911164,0,0.0,0.0,20000.0,20000.0
2020-03-31,234.662908170348,267.37646818000644,0,0.0,0.0,20000.0,20000.0
2020-04-01,234.8846074911245,266.15878915632663,0,0.0,0.0,20000.0,20000.0
2020-04-02,233.65863370259436,264.57177013361377,0,0.0,0.0,20000.0,20000.0
2020-04-03,233.29051395500886,263.2512197595781,0,0.0,0.0,20000.0,20000.0
2020-04-06,232.5264878267629,261.85157655305204,0,0.0,0.0,20000.0,20000.0
2020-04-07,233.902244853507,261.1062074932204,0,0.0,0.0,20000.0,20000.0
2020-04-08,235.12757135350816,260.39977557597706,0,0.0,0.0,20000.0,20000.0
2020-04-09,237.2775540272071,260.04105658892894,0,0.0,0.0,20000.0,20000.0
2020-04-13,239.65065831446492,259.8463420631529,0,0.0,0.0,20000.0,20000.0
2020-04-14,241.3968242013123,259.5679326671791,0,0.0,0.0,20000.0,20000.0
2020-04-15,243.90407869582484,259.59276797082526,0,0.0,0.0,20000.0,20000.0
2020-04-16,245.33985404289194,259.399812120943,0,0.0,0.0,20000.0,20000.0
2020-04-17,246.74800900188654,259.2626044391551,0,0.0,0.0,20000.0,20000.0
2020-04-20,248.89018120658292,259.40188663907486,0,0.0,0.0,20000.0,20000.0
2020-04-21,250.12936391419478,259.354128398863,0,0.0,0.0,20000.0,20000.0
2020-04-22,250.15808910649486,259.0008215148466,0,0.0,0.0,20000.0,20000.0
2020-04-23,250.92381272367578,258.8792605234939,0,0.0,0.0,20000.0,20000.0
2020-04-24,251.58499438330549,258.7617473724117,0,0.0,0.0,20000.0,20000.0
2020-04-27,252.63357390823975,258.788711821349,0,0.0,0.0,20000.0,20000.0
2020-04-28,254.04112212672447,258.9613186341148,0,0.0,0.0,20000.0,20000.0
2020-04-29,255.09963250331748,259.0796963328229,0,0.0,0.0,20000.0,20000.0
2020-04-30,256.9314409429793,259.4623825864683,0,0.0,0.0,20000.0,20000.0
2020-05-01,258.18527616099874,259.7319050371215,0,0.0,0.0,20000.0,20000.0
2020-05-04,258.3318129072406,259.7143519673447,0,0.0,0.0,20000.0,20000.0
2020-05-05,258.55416867976476,259.7255335059262,0,0.0,0.0,20000.0,20000.0
2020-05-06,259.0671691709003,259.83048012778323,0,0.0,0.0,20000.0,20000.0
2020-05-07,259.2745991863948,259.86155519285484,0,0.0,0.0,20000.0,20000.0
2020-05-08,259.8736996659693,260.0147433336528,0,0.0,0.0,20000.0,20000.0
2020-05-11,260.9748373993088,260.33307624864744,0.1,7.512958006769213,7.512958006769213,18000.0,20014.87913266759
2020-05-12,261.93648505596343,260.6410808986699,0.2,7.354153697367452,14.867111704136665,16019.012047801843,19926.709948750224
2020-05-13,262.0571892294912,260.7273822892092,0.30000000000000004,7.915647113990328,22.782758818126993,13942.876488163922,19825.230046873425
2020-05-14,261.541991570507,260.62800285775427,0.4,8.136235987943355,30.918994806070348,11861.92447372116,19940.5346997651
2020-05-15,261.50747016839773,260.65369219881046,0.5,7.448884552048607,38.367879358118955,9933.414067724096,20004.377046641574
